Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
33,0,0,infinite,20.056,22.602,477.62,29.19,37.505,272.61,undefined,15.311,0.017246,vapor
33,100,0.0017369,575.75,20.03,22.563,121.55,29.287,37.778,271.9,10.22,15.319,0.017289,vapor
33,200,0.0034898,286.55,20.002,22.525,115.7,29.384,38.058,271.19,10.224,15.326,0.017333,vapor
33,300,0.0052592,190.14,19.975,22.486,112.24,29.482,38.344,270.48,10.228,15.335,0.017378,vapor
33,400,0.0070454,141.94,19.948,22.446,109.76,29.582,38.637,269.76,10.231,15.344,0.017425,vapor
33,500,0.0088489,113.01,19.92,22.407,107.81,29.682,38.937,269.04,10.235,15.353,0.017473,vapor
33,600,0.01067,93.72,19.892,22.367,106.2,29.784,39.243,268.32,10.239,15.363,0.017522,vapor
33,700,0.012509,79.94,19.863,22.326,104.83,29.886,39.557,267.59,10.242,15.373,0.017572,vapor
33,800,0.014367,69.603,19.835,22.285,103.62,29.99,39.879,266.86,10.245,15.385,0.017624,vapor
33,900,0.016244,61.561,19.806,22.244,102.55,30.095,40.209,266.12,10.249,15.396,0.017678,vapor
33,1000,0.018141,55.125,19.777,22.203,101.58,30.202,40.548,265.38,10.252,15.409,0.017733,vapor
33,1100,0.020057,49.858,19.748,22.161,100.69,30.309,40.895,264.64,10.255,15.422,0.017789,vapor
33,1200,0.021994,45.467,19.718,22.119,99.866,30.418,41.252,263.89,10.258,15.436,0.017848,vapor
33,1300,0.023952,41.75,19.688,22.077,99.1,30.528,41.618,263.13,10.261,15.45,0.017908,vapor
33,1400,0.025932,38.562,19.658,22.034,98.384,30.64,41.994,262.37,10.264,15.465,0.01797,vapor
33,1500,0.027934,35.798,19.627,21.99,97.708,30.753,42.38,261.61,10.266,15.481,0.018034,vapor
33,1600,0.029959,33.379,19.596,21.947,97.069,30.868,42.778,260.84,10.269,15.498,0.018099,vapor
33,1700,0.032008,31.242,19.565,21.903,96.46,30.984,43.187,260.07,10.271,15.515,0.018167,vapor
33,1800,0.034081,29.342,19.534,21.858,95.879,31.102,43.608,259.29,10.273,15.534,0.018237,vapor
33,1900,0.036179,27.64,19.502,21.813,95.323,31.222,44.042,258.51,10.275,15.553,0.01831,vapor
33,2000,0.038303,26.108,19.47,21.768,94.788,31.344,44.489,257.72,10.277,15.573,0.018384,vapor
33,2100,0.040454,24.72,19.437,21.722,94.273,31.467,44.95,256.92,10.279,15.594,0.018461,vapor
33,2200,0.042631,23.457,19.404,21.675,93.775,31.592,45.426,256.12,10.28,15.616,0.018541,vapor
33,2300,0.044838,22.303,19.371,21.628,93.293,31.719,45.917,255.32,10.281,15.639,0.018624,vapor
33,2400,0.047073,21.244,19.337,21.581,92.825,31.849,46.425,254.51,10.282,15.662,0.018709,vapor
33,2500,0.049339,20.268,19.303,21.533,92.37,31.98,46.949,253.69,10.283,15.687,0.018797,vapor
33,2600,0.051636,19.366,19.268,21.484,91.927,32.114,47.492,252.86,10.283,15.713,0.018889,vapor
33,2700,0.053965,18.531,19.233,21.435,91.494,32.25,48.054,252.03,10.283,15.741,0.018983,vapor
33,2800,0.056328,17.753,19.198,21.385,91.071,32.388,48.636,251.2,10.283,15.769,0.019082,vapor
33,2900,0.058725,17.029,19.162,21.335,90.656,32.529,49.24,250.35,10.282,15.799,0.019183,vapor
33,3000,0.061158,16.351,19.125,21.284,90.25,32.673,49.867,249.5,10.281,15.829,0.019289,vapor
33,3100,0.063629,15.716,19.088,21.232,89.851,32.819,50.518,248.64,10.28,15.862,0.019399,vapor
33,3200,0.066138,15.12,19.051,21.18,89.459,32.969,51.194,247.78,10.278,15.895,0.019514,vapor
33,3300,0.068688,14.559,19.013,21.127,89.073,33.121,51.898,246.9,10.275,15.931,0.019632,vapor
33,3400,0.07128,14.029,18.974,21.073,88.692,33.277,52.631,246.02,10.273,15.967,0.019756,vapor
33,3500,0.073915,13.529,18.935,21.019,88.316,33.436,53.395,245.13,10.269,16.005,0.019885,vapor
33,3600,0.076596,13.056,18.895,20.964,87.944,33.598,54.192,244.23,10.265,16.045,0.02002,vapor
33,3700,0.079324,12.607,18.855,20.908,87.577,33.764,55.025,243.33,10.261,16.087,0.02016,vapor
33,3800,0.082101,12.18,18.814,20.851,87.213,33.934,55.897,242.41,10.256,16.131,0.020306,vapor
33,3900,0.084931,11.774,18.772,20.793,86.852,34.108,56.809,241.49,10.25,16.176,0.02046,vapor
33,4000,0.087814,11.388,18.73,20.734,86.494,34.286,57.766,240.55,10.244,16.224,0.02062,vapor
33,4100,0.090755,11.019,18.687,20.675,86.138,34.469,58.77,239.61,10.237,16.274,0.020788,vapor
33,4200,0.093755,10.666,18.643,20.614,85.784,34.657,59.826,238.65,10.229,16.326,0.020964,vapor
33,4300,0.096818,10.329,18.598,20.552,85.431,34.85,60.938,237.68,10.22,16.38,0.021149,vapor
33,4400,0.099947,10.005,18.552,20.489,85.08,35.048,62.111,236.71,10.21,16.437,0.021343,vapor
33,4500,0.10314,9.6951,18.505,20.425,84.729,35.252,63.35,235.72,10.199,16.497,0.021548,vapor
33,4600,0.10642,9.397,18.458,20.36,84.379,35.462,64.661,234.71,10.187,16.56,0.021764,vapor
33,4700,0.10977,9.1103,18.409,20.294,84.029,35.679,66.051,233.7,10.174,16.625,0.021991,vapor
33,4800,0.1132,8.8341,18.36,20.226,83.678,35.903,67.528,232.67,10.16,16.694,0.022231,vapor
33,4900,0.11672,8.5678,18.309,20.156,83.326,36.134,69.101,231.63,10.145,16.767,0.022486,vapor
33,5000,0.12033,8.3106,18.257,20.086,82.974,36.373,70.779,230.57,10.128,16.843,0.022756,vapor
33,5100,0.12404,8.062,18.204,20.013,82.619,36.621,72.575,229.49,10.109,16.924,0.023042,vapor
33,5200,0.12786,7.8213,18.149,19.939,82.262,36.879,74.501,228.4,10.089,17.009,0.023347,vapor
33,5300,0.13179,7.588,18.093,19.863,81.903,37.146,76.574,227.29,10.066,17.098,0.023672,vapor
33,5400,0.13584,7.3616,18.035,19.785,81.54,37.425,78.811,226.16,10.042,17.193,0.024019,vapor
33,5500,0.14002,7.1416,17.976,19.704,81.174,37.715,81.233,225.01,10.016,17.293,0.024391,vapor
33,5600,0.14435,6.9275,17.914,19.622,80.803,38.019,83.866,223.84,9.9866,17.399,0.02479,vapor
33,5700,0.14883,6.7189,17.851,19.537,80.428,38.337,86.74,222.65,9.955,17.512,0.02522,vapor
33,5800,0.15349,6.5153,17.786,19.449,80.046,38.672,89.892,221.43,9.9204,17.632,0.025683,vapor
33,5900,0.15832,6.3162,17.718,19.358,79.657,39.024,93.364,220.18,9.8825,17.76,0.026186,vapor
33,6000,0.16336,6.1214,17.648,19.264,79.261,39.396,97.211,218.9,9.8409,17.898,0.026731,vapor
33,6100,0.16863,5.9302,17.575,19.167,78.856,39.79,101.5,217.58,9.7951,18.045,0.027327,vapor
33,6200,0.17415,5.7422,17.499,19.065,78.441,40.209,106.32,216.23,9.7447,18.204,0.02798,vapor
33,6300,0.17995,5.5571,17.419,18.96,78.014,40.657,111.76,214.84,9.689,18.375,0.028699,vapor
33,6400,0.18607,5.3742,17.335,18.849,77.573,41.138,117.98,213.39,9.6272,18.562,0.029495,vapor
33,6500,0.19256,5.1931,17.247,18.732,77.116,41.658,125.16,211.9,9.5584,18.765,0.030383,vapor
33,6600,0.19948,5.0131,17.153,18.609,76.641,42.222,133.54,210.34,9.4814,18.988,0.03138,vapor
33,6700,0.20689,4.8335,17.053,18.478,76.144,42.84,143.47,208.7,9.3949,19.236,0.03251,vapor
33,6800,0.21489,4.6535,16.946,18.339,75.62,43.523,155.43,206.98,9.2969,19.511,0.033804,vapor
33,6900,0.22361,4.4721,16.831,18.189,75.064,44.287,170.16,205.14,9.1851,19.823,0.035305,vapor
33,7000,0.23322,4.2878,16.704,18.025,74.467,45.151,188.77,203.17,9.0561,20.178,0.037075,vapor
33,7100,0.24397,4.0989,16.565,17.845,73.819,46.148,213.09,201.03,8.9054,20.592,0.039207,vapor
33,7200,0.25623,3.9028,16.407,17.644,73.103,47.322,246.38,198.64,8.7262,21.084,0.041848,vapor
33,7300,0.27062,3.6953,16.225,17.412,72.291,48.749,294.91,195.92,8.5077,21.69,0.045253,vapor
33,7400,0.28825,3.4693,16.006,17.135,71.336,50.567,372.81,192.69,8.2308,22.474,0.049917,vapor
33,7400,0.28825,3.4693,16.006,17.135,71.336,50.567,372.81,192.69,8.2308,22.474,0.049917,supercritical
33,7400,0.28825,3.4693,16.006,17.135,71.336,50.567,372.81,192.69,8.2308,22.474,0.049917,supercritical
33,7500,0.31147,3.2105,15.724,16.784,70.139,53.063,519.48,188.59,7.8567,23.576,0.056981,supercritical
33,7600,0.34697,2.8821,15.311,16.275,68.433,57.035,896.58,182.55,7.2842,25.416,0.069976,supercritical
33,7700,0.43052,2.3228,14.431,15.218,64.943,64.869,2883.7,169.61,6.1351,30.51,0.10514,supercritical
33,7800,0.55121,1.8142,13.375,13.998,60.929,56.168,1203,190.36,4.4912,39.938,0.087949,supercritical
33,7900,0.5909,1.6923,13.053,13.642,59.741,51.995,653.62,211.46,3.7946,43.66,0.080197,supercritical
33,8000,0.61368,1.6295,12.869,13.443,59.066,50.129,481.28,226.2,3.3859,45.958,0.077605,supercritical
33,8100,0.62995,1.5874,12.736,13.302,58.584,48.931,394.81,238.17,3.0967,47.678,0.076435,supercritical
33,8200,0.64273,1.5559,12.631,13.193,58.204,48.038,342.16,248.52,2.8739,49.078,0.075899,supercritical
33,8300,0.65331,1.5307,12.543,13.103,57.888,47.325,306.39,257.77,2.6936,50.272,0.075702,supercritical
33,8400,0.66238,1.5097,12.468,13.026,57.616,46.732,280.32,266.17,2.5431,51.321,0.075704,supercritical
33,8500,0.67035,1.4918,12.401,12.959,57.376,46.229,260.37,273.91,2.4143,52.262,0.07583,supercritical
33,8600,0.67747,1.4761,12.341,12.9,57.16,45.795,244.55,281.08,2.3023,53.119,0.076035,supercritical
33,8700,0.68391,1.4622,12.286,12.846,56.964,45.416,231.64,287.79,2.2035,53.91,0.076293,supercritical
33,8800,0.68982,1.4497,12.236,12.797,56.784,45.081,220.88,294.09,2.1153,54.645,0.076585,supercritical
33,8900,0.69527,1.4383,12.189,12.752,56.616,44.784,211.75,300.03,2.0359,55.335,0.076901,supercritical
33,9000,0.70034,1.4279,12.145,12.711,56.46,44.517,203.89,305.67,1.9639,55.986,0.077231,supercritical
33,9100,0.70509,1.4183,12.104,12.672,56.313,44.278,197.04,311.02,1.898,56.603,0.077571,supercritical
33,9200,0.70956,1.4093,12.065,12.636,56.175,44.061,191,316.14,1.8375,57.191,0.077916,supercritical
33,9300,0.71378,1.401,12.028,12.602,56.043,43.864,185.64,321.03,1.7816,57.753,0.078264,supercritical
33,9400,0.71778,1.3932,11.993,12.57,55.918,43.683,180.83,325.72,1.7297,58.292,0.078612,supercritical
33,9500,0.72159,1.3858,11.96,12.539,55.798,43.518,176.5,330.24,1.6813,58.811,0.07896,supercritical
33,9600,0.72522,1.3789,11.928,12.51,55.684,43.366,172.56,334.59,1.636,59.311,0.079306,supercritical
33,9700,0.7287,1.3723,11.897,12.483,55.574,43.226,168.97,338.79,1.5934,59.795,0.079649,supercritical
33,9800,0.73204,1.366,11.867,12.456,55.469,43.096,165.67,342.85,1.5534,60.263,0.079989,supercritical
33,9900,0.73525,1.3601,11.839,12.431,55.367,42.975,162.64,346.79,1.5156,60.718,0.080326,supercritical
33,10000,0.73834,1.3544,11.811,12.407,55.268,42.862,159.83,350.61,1.4798,61.159,0.080659,supercritical
